хороший;знакомый;2
хороший;козел;2
хороший;костюм;2
хороший;магнитофон;2
хороший;милый;2
хороший;надежный;2
хороший;не знаю;2
хороший;подарок;2
хороший;результат;2
хороший;солнце;2
хороший;спортсмен;2
хороший;сын;2
хороший;учитель;2
хороший;я;2
муж;жена;105
муж;верный;29
муж;любимый;26
муж;хороший;20
муж;любящий;14
муж;мужчина;12
муж;мой;11
муж;чужой;10
муж;объелся груш;7
муж;неверный;6
муж;ушел;6
муж;добрый;5
муж;ее;5
муж;/;4
муж;дорогой;4
муж;заботливый;4
муж;и жена;4
муж;плохой;4
муж;пьяница;4
муж;ревнивый;4
муж;семья;4
муж;старый;4
муж;в командировке;3
муж;друг;3
муж;идеальный;3
муж;изменник;3
муж;красивый;3
муж;любовник;3
муж;любовь;3
муж;надежный;3
муж;нежный;3
муж;опора;3
муж;отец;3
муж;подруги;3
муж;пришел;3
муж;сестры;3
муж;сила;3
муж;будущий;2
муж;грозный;2
муж;дети;2
муж;диван;2
муж;дурак;2
муж;единственный;2
муж;жен;2
муж;жене;2
муж;злой;2
муж;изменил;2
муж;козел;2
муж;любит;2
муж;милый;2
муж;моей сестры;2
муж;мудрый;2
муж;неизвестность;2
муж;отличный;2
муж;пьяный;2
муж;рогатый;2
муж;родной;2
муж;свой;2
муж;сильный;2
муж;супруг;2
муж;тупой;2
муж;умный;2
муж;чей;2
муж;человек;2
муж;честный;2
муж;я;2
считать;деньги;111
считать;дни;19
считать;писать;16
считать;счеты;13
считать;цифры;13
считать;ворон;12
считать;до десяти;12
считать;палочки;11
считать;быстро;10
считать;числа;10
считать;до 100;7
считать;до ста;7
считать;думать;7
считать;до 10;6
считать;до трех;6
считать;вслух;5
считать;коммунистом;5
считать;минуты;5
считать;себя;5
считать;/;4
считать;время;4
считать;до пяти;4
считать;другом;4
считать;нужным;4
считать;по пальцам;4
считать;полагать;4
считать;правильным;4
считать;пример;4
считать;решать;4
считать;хорошо;4
считать;в уме;3
считать;вычислять;3
считать;калькулятор;3
считать;математика;3
считать;мух;3
считать;на счетах;3
считать;недействительным;3
считать;очки;3
считать;палочка;3
считать;пальцы;3
считать;правильно;3
считать;своим;3
считать;счет;3
считать;цыплят;3
считать;часы;3
считать;читать;3
считать;до 5;2
считать;мечтать;2
считать;мысли;2
считать;плохо;2
считать;по порядку;2
считать;погибшим;2
считать;правым;2
считать;примеры;2
считать;учить;2
считать;цифра;2
считать;что-то;2
считать;ЭВМ;2
жена;муж;81
жена;верная;33
жена;любимая;26
жена;ушла;22
жена;моя;16
жена;хорошая;12
жена;друга;11
жена;чужая;11
жена;дети;7
жена;добрая;7
жена;друг;7
жена;женщина;7
жена;любовь;7
жена;семья;7
жена;хозяйка;7
жена;/;6
жена;красивая;6
жена;мать;6
жена;молодая;6
жена;сварливая;6
жена;красавица;5
жена;подруга;5
жена;дура;4
жена;милая;4
жена;мужа;4
жена;соседа;4
жена;умная;4
жена;брата;3
жена;верность;3
жена;дома;3
жена;его;3
жена;злая;3
жена;ласковая;3
жена;директора;2
жена;домработница;2
жена;дочь;2
жена;жена;2
жена;любящая;2
жена;мужняя;2
жена;неверна;2
жена;неверная;2
жена;нет;2
жена;она;2
жена;офицера;2
жена;постель;2
жена;прекрасная;2
жена;прелесть;2
жена;пришла;2
жена;раба;2
жена;ребенок;2
жена;сатана;2
жена;собака;2
жена;стерва;2
жена;супруга;2
жена;умница;2
жена;уют;2
покупать;вещь;36
покупать;продукты;32
покупать;продавать;23
покупать;хлеб;23
покупать;магазин;19
покупать;вещи;18
покупать;деньги;11
покупать;машину;8
покупать;молоко;8
покупать;товар;8
покупать;подарок;7
покупать;цветы;7
покупать;в магазине;6
покупать;нечего;6
покупать;/;5
покупать;билет;5
покупать;колбасу;5
покупать;мыло;5
покупать;мясо;5
покупать;пальто;5
покупать;сахар;5
покупать;брать;4
покупать;дефицит;4
покупать;книги;4
покупать;одежда;4
покупать;сапоги;4
покупать;яблоки;4
покупать;в кредит;3
покупать;все;3
покупать;и продавать;3
покупать;игрушки;3
покупать;книгу;3
покупать;мебель;3
покупать;много;3
покупать;очередь;3
покупать;покупки;3
покупать;туфли;3
покупать;что;3
покупать;что-то;3
покупать;белье;2
покупать;выбирать;2
покупать;дешево;2
покупать;дом;2
покупать;доставать;2
покупать;душу;2
покупать;еду;2
покупать;иметь;2
покупать;конфеты;2
покупать;кота в мешке;2
покупать;машина;2
покупать;орехи;2
покупать;платить;2
покупать;платье;2
покупать;покупку;2
покупать;презерватив;2
покупать;приобретать;2
покупать;товары;2
покупать;торговать;2
покупать;торт;2
покупать;тратиться;2
покупать;шубу;2
вещь;нужная;60
вещь;дорогая;47
вещь;ценная;33
вещь;хорошая;30
вещь;в себе;28
вещь;предмет;24
вещь;моя;22
вещь;новая;16
вещь;красивая;14
вещь;ненужная;13
вещь;чужая;13
вещь;/;12
вещь;одежда;11
вещь;старая;8
вещь;стоящая;8
вещь;тряпка;7
вещь;купить;6
вещь;деньги;5
вещь;забытая;4
вещь;крутая;4
вещь;платье;4
вещь;шкаф;4
вещь;дело;3
вещь;классная;3
вещь;книга;3
вещь;любимая;3
вещь;мелочь;3
вещь;необходимая;3
вещь;стол;3
вещь;шмотка;3
вещь;шмотки;3
вещь;юбка;3
вещь;большая;2
вещь;вечная;2
вещь;взять;2
вещь;грязная;2
вещь;дешевая;2
вещь;дрянь;2
вещь;интересная;2
вещь;красота;2
вещь;куртка;2
вещь;лещ;2
вещь;магазин;2
вещь;нужный;2
вещь;общая;2
вещь;пальто;2
вещь;плащ;2
вещь;плохая;2
вещь;полезна;2
вещь;полезная;2
вещь;практичная;2
вещь;прекрасная;2
вещь;приобрести;2
вещь;приятная;2
вещь;прочная;2
вещь;ручка;2
вещь;своя;2
вещь;собственность;2
вещь;сумка;2
вещь;твоя;2
вещь;удобная;2
вещь;хорошо;2
вещь;человек;2
вещь;штука;2
дешёвый;товар;9
дешёвый;дорогой;7
дешёвый;плохой;7
дешёвый;/;6
дешёвый;номер;4
дешёвый;авторитет;3
дешёвый;магазин;3
дешёвый;трюк;3
дешёвый;фильм;3
дешёвый;хлеб;3
дешёвый;костюм;2
дешёвый;обед;2
дешёвый;платок;2
дешёвый;продукт;2
дешёвый;ресторан;2
дешёвый;фарс;2
терпеть;боль;15
терпеть;обиду;8
терпеть;муки;5
терпеть;не могу;5
терпеть;/;4
терпеть;жизнь;3
терпеть;поражение;3
терпеть;вертеть;2
терпеть;невзгоды;2
терпеть;нельзя;2
терпеть;ненавижу;2
терпеть;присутствие;2
терпеть;унижение;2
врать;/;4
врать;всегда;4
врать;нагло;4
врать;нехорошо;4
врать;безбожно;3
врать;напропалую;3
врать;плохо;3
врать;внаглую;2
врать;вратарь;2
врать;всем;2
врать;лгать;2
врать;мать;2
врать;много;2
врать;не краснея;2
врать;обманывать;2
врать;с три короба;2
вредно;курить;41
вредно;для здоровья;9
вредно;пить;7
вредно;курение;5
вредно;есть;3
вредно;пить= курить;3
вредно;полезно;2
вредно;яд;2
состояние;души;12
состояние;здоровья;9
состояние;плохое;6
состояние;опьянения;5
состояние;покоя;5
состояние;деньги;3
состояние;отличное;3
состояние;хорошее;3
состояние;человека;3
состояние;богатство;2
состояние;душа;2
состояние;комы;2
состояние;нестояние;2
состояние;нестояния;2
состояние;самочувствие;2
состояние;тяжелое;2
душа;болит;10
душа;поет;6
душа;нараспашку;5
душа;моя;4
душа;поэта;4
душа;человека;4
душа;в пятки;3
душа;открытая;3
душа;тело;3
душа;/;2
душа;бессмертная;2
душа;Бог;2
душа;небо;2
душа;потемки;2
душа;прекрасная;2
душа;рай;2
душа;сердце;2
душа;улетела;2
душа;широкая;2
страдать;от любви;8
страдать;плакать;4
страдать;бессонницей;3
страдать;любить;3
страдать;от боли;3
страдать;/;2
страдать;боль;2
страдать;долго;2
страдать;любовь;2
страдать;мучиться;2
страдать;от бессонницы;2
страдать;сильно;2
страдать;тяжело;2
страдать;умирать;2
миллионер;деньги;8
миллионер;/;6
миллионер;американский;5
миллионер;богатый;3
миллионер;богач;3
миллионер;дочь;3
миллионер;подпольный;3
миллионер;советский;3
миллионер;толстый;3
миллионер;английский;2
миллионер;капиталист;2
миллионер;кооператор;2
миллионер;мистер Твистер;2
миллионер;США;2
миллионер;хорошо;2
